,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
601,922,116000,20,RL,72.0,9770,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,922.0,Unf,922.0,410.0,922.0,GasA,TA,Y,FuseA,922,0,0,1,0,1,0,2,1,TA,5,Typ,0,0,Attchd,1957,Unf,1,308.0,TA,TA,Y,0,34,0,0,0,0,No,GdWo,No,0,4,2007,WD ,Normal
602,1096,157500,80,RL,80.0,13014,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,1008.0,Unf,1008.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978,Unf,2,484.0,TA,TA,Y,168,0,0,0,0,0,No,No,No,0,12,2008,WD ,Normal
603,2327,240000,60,RL,41.0,10905,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1129.0,Unf,1129.0,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129,1198,0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003,RFn,2,596.0,TA,TA,Y,0,57,0,0,0,0,No,No,No,0,8,2008,WD ,Normal
604,1426,189950,50,RL,55.0,7642,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,912.0,Unf,912.0,912.0,912.0,GasA,Gd,Y,SBrkr,912,514,0,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1,216.0,TA,TA,Y,0,240,0,0,0,0,No,GdPrv,No,0,6,2007,WD ,Normal
605,1694,136500,50,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1181.0,Unf,1181.0,758.0,1181.0,GasA,Fa,Y,SBrkr,1390,304,0,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925,Unf,2,576.0,TA,TA,Y,342,0,128,0,0,0,No,No,No,0,6,2008,WD ,Normal
606,2432,159000,90,RL,70.0,7700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,1216.0,Unf,1216.0,1216.0,1216.0,GasA,Gd,Y,SBrkr,1216,1216,0,0,0,4,2,4,2,TA,10,Typ,0,0,Attchd,1985,Unf,2,616.0,TA,Fa,Y,200,0,0,0,0,0,No,No,Shed,600,2,2010,WD ,Normal
607,1792,133000,90,RL,60.0,9000,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Unf,896.0,Unf,896.0,896.0,896.0,GasA,TA,Y,SBrkr,896,896,0,0,0,2,2,4,2,TA,8,Typ,0,0,Detchd,1982,Unf,2,480.0,TA,TA,Y,0,45,0,0,0,0,No,No,No,0,6,2008,WD ,Normal
608,1107,127000,20,RL,70.0,8050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,949.0,BLQ,949.0,437.0,949.0,GasA,TA,Y,SBrkr,1107,0,0,1,0,1,0,3,1,Gd,5,Typ,0,0,Attchd,1967,RFn,1,308.0,TA,TA,Y,88,64,0,0,0,0,No,No,No,0,3,2007,WD ,Normal
609,996,108000,30,RL,63.0,13907,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,996.0,Unf,996.0,706.0,996.0,GasA,Ex,Y,SBrkr,996,0,0,1,0,1,0,3,1,TA,6,Typ,1,Gd,No,0,0,0,0.0,0,No,Y,144,0,0,0,0,0,No,No,No,0,7,2008,WD ,Normal
610,955,127000,20,RL,66.0,7742,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,955.0,Unf,955.0,192.0,955.0,GasA,Ex,Y,SBrkr,955,0,0,1,0,1,0,3,1,TA,6,Typ,0,0,Attchd,1966,Unf,1,386.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,1,2007,WD ,Normal
611,1369,103600,70,RH,54.0,6629,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,672.0,Unf,672.0,121.0,672.0,GasA,TA,N,SBrkr,697,672,0,1,0,2,0,3,1,TA,6,Typ,0,0,Detchd,1930,Unf,1,300.0,TA,TA,Y,147,0,0,0,0,0,No,No,No,0,7,2009,WD ,Normal
612,840,64000,30,RM,48.0,5747,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,798.0,Unf,798.0,798.0,798.0,GasA,Gd,Y,SBrkr,840,0,0,0,0,1,0,2,1,Fa,5,Typ,0,0,Detchd,1938,Unf,1,250.0,TA,Fa,N,112,0,0,0,0,0,No,No,No,0,6,2006,WD ,Normal
613,2014,169000,70,RM,62.0,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,716.0,Unf,716.0,716.0,716.0,GasA,Ex,Y,FuseA,1007,1007,0,0,0,2,0,5,1,TA,8,Typ,0,0,Detchd,1900,Unf,2,624.0,TA,TA,Y,0,72,167,0,0,0,No,No,No,0,6,2006,WD ,Normal
614,1360,111000,70,RM,80.0,4800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,680.0,Unf,680.0,680.0,680.0,GasA,Fa,N,SBrkr,680,680,0,0,0,1,0,2,1,TA,6,Typ,0,0,Attchd,1910,Unf,1,330.0,Fa,TA,Y,192,50,0,0,0,0,No,No,No,0,1,2008,WD ,Normal
615,2315,257000,60,RL,78.0,15600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,7,1950,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,405.0,TA,Gd,CBlock,Gd,TA,No,GLQ,1168.0,Unf,1168.0,408.0,1168.0,GasA,Gd,Y,SBrkr,1278,1037,0,1,0,2,0,4,1,TA,9,Typ,3,Gd,Attchd,1950,Fin,1,342.0,TA,TA,Y,0,0,0,0,192,0,No,No,No,0,7,2006,WD ,Normal
616,1510,178900,20,RL,88.0,9680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,1510.0,Unf,1510.0,500.0,1510.0,GasA,Ex,Y,SBrkr,1510,0,0,1,0,2,0,3,1,Gd,6,Typ,0,0,Attchd,2006.0,RFn,2,517.0,TA,TA,Y,0,40,0,0,204,0,No,GdPrv,No,0,4,2010,WD ,Normal
617,1877,178900,60,RL,80.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1084.0,LwQ,1084.0,0.0,1084.0,GasA,TA,Y,SBrkr,1084,793,0,1,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1974,Unf,2,488.0,TA,TA,Y,0,96,0,0,0,0,No,No,No,0,11,2007,WD ,Normal
618,816,100000,20,RL,67.0,8877,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,816.0,Unf,816.0,126.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958,Unf,1,288.0,Fa,Fa,Y,0,0,0,0,0,0,No,No,No,0,5,2009,WD ,Normal
619,1601,272000,20,RL,,11423,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1581.0,Unf,1581.0,223.0,1581.0,GasA,Ex,Y,SBrkr,1601,0,0,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,2,670.0,TA,TA,Y,180,0,0,0,0,0,No,MnPrv,Shed,2000,5,2010,WD ,Normal
620,1040,90000,90,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,0,0,No,0,0.0,0,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040,0,0,0,0,2,0,2,2,TA,6,Typ,0,0,Detchd,1956,Unf,2,420.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,6,2009,WD ,Normal
621,2019,167500,70,RL,60.0,11414,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,728.0,Unf,728.0,728.0,728.0,GasA,TA,N,SBrkr,1136,883,0,0,0,1,0,3,1,Gd,8,Typ,0,0,Detchd,1997,Unf,2,532.0,TA,TA,Y,509,135,0,0,0,0,No,GdPrv,No,0,10,2009,WD ,Normal
622,936,140000,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936.0,Unf,936.0,0.0,936.0,GasA,TA,Y,SBrkr,936,0,0,1,0,1,0,2,1,TA,4,Typ,0,0,Detchd,1980,Unf,2,672.0,TA,TA,Y,49,0,0,0,0,0,No,No,No,0,8,2007,WD ,Normal
623,841,82000,20,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,721.0,Unf,721.0,721.0,721.0,GasA,Gd,Y,SBrkr,841,0,0,0,0,1,0,2,1,TA,4,Typ,0,0,CarPort,1950,Unf,1,294.0,TA,TA,N,250,0,24,0,0,0,No,No,No,0,9,2009,WD ,Normal
624,894,130000,20,RL,57.0,9764,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,894.0,Unf,894.0,192.0,894.0,GasA,Ex,Y,SBrkr,894,0,0,1,0,1,0,3,1,Gd,5,Typ,0,0,Attchd,1967,RFn,2,450.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2008,WD ,Normal
625,1424,168000,30,RL,60.0,7290,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,1228.0,Unf,1228.0,1228.0,1228.0,GasA,Ex,Y,SBrkr,1424,0,0,0,0,2,0,2,1,TA,7,Typ,1,Gd,Attchd,1921,Unf,1,312.0,TA,TA,Y,0,0,90,0,0,0,No,No,No,0,4,2008,WD ,Normal
626,1589,226500,120,RL,,3621,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1406.0,Unf,1406.0,322.0,1406.0,GasA,Ex,Y,SBrkr,1589,0,0,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,3,630.0,TA,TA,Y,143,20,0,0,0,0,No,No,No,0,11,2007,WD ,Normal
627,1743,279000,20,RL,155.0,20064,Pave,None,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,966.0,GLQ,966.0,0.0,966.0,GasA,Ex,Y,SBrkr,1743,0,0,2,0,0,1,0,1,Gd,5,Typ,2,Fa,Attchd,1976,Fin,2,529.0,TA,TA,Y,646,0,0,0,0,0,No,No,No,0,5,2007,WD ,Normal
628,1306,76500,30,RL,55.0,5350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,728.0,Unf,728.0,728.0,728.0,GasA,Ex,Y,SBrkr,1306,0,0,0,0,1,0,3,1,Fa,6,Mod,0,0,No,0,0,0,0.0,0,No,Y,263,0,0,0,0,0,No,GdWo,Shed,450,5,2010,WD ,Normal
629,792,99900,20,RL,53.0,5470,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,792.0,Unf,792.0,792.0,792.0,GasA,Gd,Y,FuseA,792,0,0,0,0,1,0,2,1,TA,4,Typ,0,0,Attchd,1958,Unf,1,366.0,Fa,TA,Y,0,90,0,0,0,0,No,No,No,0,8,2009,WD ,Normal
630,1034,185000,120,RM,35.0,3907,Pave,None,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,982.0,Unf,982.0,235.0,982.0,GasA,Gd,Y,SBrkr,1034,0,0,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1989,Fin,2,598.0,TA,TA,Y,141,36,0,0,0,0,No,No,No,0,4,2010,WD ,Normal
631,2344,265000,60,RL,79.0,10208,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,Gd,TA,No,Unf,1264.0,Unf,1264.0,1264.0,1264.0,GasA,Ex,Y,SBrkr,1277,1067,0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1996,RFn,3,889.0,TA,TA,Y,220,0,0,0,0,0,No,No,No,0,7,2009,WD ,Normal
632,1433,161000,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,1251.0,Unf,1251.0,336.0,1251.0,GasA,TA,Y,SBrkr,1433,0,0,1,0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,1961,Unf,2,441.0,TA,TA,Y,144,0,205,0,0,0,No,No,No,0,6,2006,WD ,Normal
633,1060,136500,40,RL,55.0,6854,Pave,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,LwQ,756.0,Rec,756.0,212.0,756.0,GasA,TA,N,FuseA,916,144,0,1,0,1,0,1,1,TA,6,Mod,1,Gd,Detchd,1969,Unf,1,308.0,Fa,TA,Y,0,65,0,0,150,0,No,No,No,0,8,2007,WD ,Normal
634,1638,139000,50,RM,75.0,9060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,TA,TA,CBlock,TA,TA,No,Unf,967.0,Unf,967.0,967.0,967.0,GasA,Gd,Y,SBrkr,967,671,0,0,0,2,0,4,1,Gd,6,Typ,0,0,Detchd,1957,Unf,1,384.0,TA,TA,Y,0,21,0,0,0,0,No,No,No,0,4,2006,WD ,Normal
635,1786,228950,190,RL,,164660,Grvl,None,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1499.0,BLQ,1499.0,103.0,1499.0,GasA,Ex,Y,SBrkr,1619,167,0,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965,Fin,2,529.0,TA,TA,Y,670,0,0,0,0,0,No,No,Shed,700,8,2008,WD ,Normal
636,2654,250000,60,RL,,11029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,1054.0,Unf,1054.0,435.0,1054.0,GasA,TA,Y,SBrkr,1512,1142,0,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968,Unf,2,619.0,TA,TA,Y,0,65,0,0,222,0,No,No,No,0,8,2006,WD ,Normal
637,2599,333168,60,RL,108.0,14774,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,1393.0,Unf,1393.0,1393.0,1393.0,GasA,Ex,Y,SBrkr,1422,1177,0,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999,Fin,3,779.0,TA,TA,Y,668,30,0,0,0,0,No,No,No,0,5,2010,WD ,Normal
638,1609,127500,50,RM,63.0,4347,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,Gd,No,Unf,796.0,Unf,796.0,796.0,796.0,GasA,Ex,Y,SBrkr,825,784,0,0,0,1,0,3,1,TA,7,Typ,0,0,Detchd,1910,Unf,1,228.0,Fa,Fa,N,0,182,0,0,0,0,No,No,No,0,6,2008,WD ,Normal
639,1657,189000,60,RL,43.0,14565,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,832.0,Unf,832.0,295.0,832.0,GasA,Ex,Y,SBrkr,832,825,0,0,0,2,1,3,1,Gd,6,Typ,0,0,Attchd,1994,RFn,2,483.0,TA,TA,Y,144,74,0,0,0,0,No,No,Shed,2000,11,2008,WD ,Normal
640,2674,610000,20,RL,105.0,13693,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2630.0,Unf,2630.0,342.0,2630.0,GasA,Ex,Y,SBrkr,2674,0,0,2,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2007,Fin,3,762.0,TA,TA,Y,360,50,0,0,0,0,No,No,No,0,3,2009,WD ,Normal
641,984,128000,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,Gd,No,BLQ,984.0,ALQ,984.0,132.0,984.0,GasA,TA,Y,SBrkr,984,0,0,1,0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1963,RFn,1,384.0,TA,TA,Y,145,56,0,0,0,0,No,MnPrv,Shed,400,8,2008,WD ,Normal
642,1102,169000,85,RL,,10464,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,6,1980,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,Av,GLQ,988.0,Unf,988.0,138.0,988.0,GasA,TA,Y,SBrkr,1102,0,0,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1980,RFn,2,582.0,TA,TA,Y,140,22,0,0,0,0,No,No,No,0,6,2006,WD ,Normal
643,1174,135000,50,RM,120.0,9000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1900,2006,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,BLQ,680.0,Unf,680.0,550.0,680.0,GasA,Ex,Y,SBrkr,680,494,0,0,0,1,0,2,1,Gd,6,Typ,1,Gd,Detchd,2000,Unf,2,576.0,TA,TA,Y,116,26,40,0,0,0,No,MnPrv,No,0,6,2007,WD ,Normal
644,1416,179900,60,RL,90.0,11700,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,ALQ,708.0,Unf,708.0,304.0,708.0,GasA,Gd,Y,SBrkr,708,708,0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1968,RFn,2,776.0,TA,TA,Y,0,169,0,0,119,0,No,No,No,0,5,2006,WD ,Normal
645,2122,220000,60,RL,43.0,11492,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,913.0,Unf,913.0,276.0,913.0,GasA,Ex,Y,SBrkr,913,1209,0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1997,RFn,2,559.0,TA,TA,Y,0,74,0,0,0,0,No,No,No,0,4,2009,WD ,Normal
646,1097,147900,20,RL,70.0,16561,Pave,None,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,1097.0,Unf,1097.0,548.0,1097.0,GasA,Ex,Y,SBrkr,1097,0,0,1,0,1,1,3,1,TA,6,Typ,0,0,Attchd,1996,Unf,1,242.0,TA,TA,Y,306,0,0,0,0,0,No,GdPrv,No,0,7,2007,WD ,Normal
647,1090,157000,20,RL,60.0,7024,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,1090.0,Unf,1090.0,110.0,1090.0,GasA,Gd,Y,SBrkr,1090,0,0,1,0,1,1,2,1,TA,5,Typ,0,0,Attchd,2005,Fin,2,450.0,TA,TA,Y,0,49,0,0,0,0,No,No,No,0,6,2007,WD ,Normal
648,894,129000,20,RL,109.0,8724,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,894.0,Unf,894.0,402.0,894.0,GasA,Gd,Y,SBrkr,894,0,0,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968,Fin,2,450.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2007,WD ,Normal
649,1322,147000,160,RL,24.0,2308,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,855.0,Rec,855.0,103.0,855.0,GasA,TA,Y,SBrkr,855,467,0,0,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1974,Unf,2,440.0,TA,TA,Y,260,0,0,0,0,0,No,No,No,0,6,2009,WD ,Normal
650,883,149000,85,RL,70.0,7669,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,828.0,LwQ,828.0,0.0,828.0,GasA,TA,Y,SBrkr,883,0,0,1,0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1998,Unf,2,698.0,TA,TA,Y,100,32,0,0,0,0,No,GdPrv,No,0,6,2009,WD ,Normal
