GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleType,BsmtNumBath,TotalNumBath
1040,136000,20,RL,68.0,7942,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,85.0,5,0.0,1040.0,GasA,3,Y,3,1040,0,3,1,3,6,8,0,0,Attchd,1953.0,3,1.0,293.0,3,3,3,0,0,3,6,2007,WD ,0.5,1.0
1302,200000,120,RL,34.0,3903,Pave,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,3,5,1030.0,1,272.0,1302.0,GasA,5,Y,5,1302,0,1,1,4,5,8,1,4,Attchd,2005.0,2,2.0,631.0,3,3,3,110,50,0,5,2007,WD ,1.0,1.5
2634,200000,90,RL,91.0,11643,Pave,4,Lvl,4,Inside,3,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,3,3,CBlock,3,3,1,2,500.0,1,748.0,1248.0,GasA,3,Y,5,1338,1296,6,2,3,12,8,0,0,Detchd,1969.0,1,4.0,968.0,3,3,3,0,0,0,8,2009,WD ,1.5,3.0
1176,134900,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,698.0,698.0,GasA,3,Y,5,786,390,2,1,3,4,8,0,0,Detchd,1999.0,1,2.0,624.0,3,3,1,210,0,0,7,2009,WD ,0.0,1.0
572,75000,30,C (all),60.0,10200,Pave,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,572.0,572.0,GasA,2,N,2,572,0,2,1,3,4,8,0,0,Detchd,1940.0,1,1.0,200.0,3,3,1,0,0,0,5,2009,WD ,0.0,1.0
1873,207000,60,RL,65.0,8883,Pave,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,4,3,PConc,4,3,1,6,608.0,2,0.0,929.0,GasA,5,Y,5,946,927,3,1,4,7,8,1,3,Attchd,1988.0,2,2.0,619.0,3,3,3,108,48,4,5,2007,WD ,1.0,2.5
1466,149900,20,RL,134.0,17755,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,3,3,CBlock,3,3,1,4,176.0,1,1290.0,1466.0,GasA,3,Y,5,1466,0,3,1,2,6,8,2,4,Attchd,1959.0,3,2.0,528.0,3,3,3,0,140,0,11,2006,WD ,0.0,1.5
1040,87500,90,RL,60.0,8544,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,Wall,2,N,4,1040,0,2,2,3,6,8,0,0,Detchd,1949.0,1,2.0,400.0,3,3,3,0,0,0,5,2006,WD ,0.0,2.0
1755,188000,50,RL,110.0,7810,Pave,3,HLS,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,3,4,BrkTil,3,4,1,6,189.0,1,741.0,930.0,GasA,5,Y,5,1230,525,4,1,4,7,8,1,3,Detchd,1930.0,1,1.0,231.0,2,3,3,0,40,0,11,2007,WD ,0.0,2.0
1986,213000,60,RL,66.0,8396,Pave,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,1,1,0.0,1,847.0,847.0,GasA,5,Y,5,847,1139,4,1,4,9,8,1,4,BuiltIn,2003.0,3,2.0,434.0,3,3,3,120,48,0,5,2008,WD ,0.0,2.5
1336,108000,50,C (all),60.0,11040,Pave,4,Low,4,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,637.0,1,0.0,637.0,GasA,4,Y,5,897,439,3,1,3,7,8,0,0,CarPort,1994.0,1,1.0,570.0,3,3,3,0,47,0,9,2006,COD,0.0,1.5
1114,153000,20,RL,60.0,12450,Pave,4,Lvl,4,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,836.0,1,278.0,1114.0,GasA,5,Y,5,1114,0,3,1,4,6,8,0,0,Detchd,2004.0,1,2.0,576.0,3,3,3,0,42,0,6,2009,WD ,1.0,2.0
985,149900,80,RL,65.0,8385,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,4,3,CBlock,4,4,3,6,595.0,1,390.0,985.0,GasA,3,Y,5,985,0,3,1,3,6,8,0,0,Attchd,1977.0,1,1.0,328.0,3,3,3,210,0,0,11,2008,WD ,0.0,2.0
2500,355000,60,RL,101.0,13543,Pave,3,HLS,4,Corner,3,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,4,3,PConc,5,3,4,6,16.0,1,1152.0,1168.0,GasA,5,Y,5,1168,1332,5,1,5,9,8,1,4,BuiltIn,2005.0,3,3.0,683.0,3,3,3,192,32,0,7,2008,WD ,0.0,3.5
1022,85000,30,RM,60.0,7200,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3,3,1,5,247.0,3,310.0,1022.0,GasW,3,N,5,1022,0,2,1,3,4,3,0,0,Detchd,1956.0,1,1.0,280.0,3,3,3,0,30,0,6,2009,WD ,1.0,1.0
1362,194700,120,RL,61.0,7577,Pave,3,Lvl,4,Corner,3,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,3,5,20.0,1,1342.0,1362.0,GasA,5,Y,5,1362,0,2,1,4,6,8,1,4,Attchd,2005.0,2,2.0,460.0,3,3,3,192,28,0,6,2007,WD ,0.0,2.0
1536,138400,50,RM,52.0,6240,Pave,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,2,448.0,1,480.0,928.0,GasA,3,Y,3,928,608,4,1,3,7,8,1,4,Detchd,1930.0,1,2.0,480.0,3,3,3,0,10,3,3,2010,WD ,0.0,2.0
1728,207500,60,FV,64.0,8791,Pave,3,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,3,503.0,1,361.0,864.0,GasA,5,Y,5,864,864,3,1,4,7,8,0,0,Attchd,2003.0,2,2.0,673.0,3,3,3,216,56,0,5,2008,WD ,0.0,2.5
2840,292500,60,RL,80.0,12511,Pave,3,Lvl,4,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,4,3,PConc,4,3,1,5,988.0,1,432.0,1420.0,GasA,5,Y,5,1420,1420,4,1,4,8,6,2,4,Attchd,1978.0,3,4.0,1314.0,3,4,3,0,16,3,12,2008,WD ,0.5,2.5
1155,148000,85,RL,88.0,11782,Pave,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,899.0,1,210.0,1109.0,GasA,3,Y,5,1155,0,3,1,4,6,6,0,0,Detchd,1987.0,1,2.0,576.0,3,3,3,192,0,3,6,2010,WD ,1.0,1.0
1707,184000,20,RL,80.0,11088,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,3,3,PConc,3,3,1,5,832.0,1,308.0,1140.0,GasA,4,Y,5,1707,0,3,1,3,7,8,1,3,Attchd,1978.0,3,2.0,479.0,3,3,3,0,0,0,5,2009,WD ,0.0,2.0
1513,137500,70,RM,51.0,6120,Pave,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,2,1,0.0,1,939.0,939.0,GasA,5,Y,5,939,574,4,1,3,8,8,0,0,Detchd,1933.0,1,1.0,180.0,2,2,1,24,0,0,5,2007,WD ,0.0,1.5
792,109500,30,RL,52.0,9022,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,768.0,768.0,GasA,5,Y,5,792,0,2,1,4,5,8,0,0,Detchd,1924.0,1,1.0,240.0,2,2,1,316,0,0,5,2009,WD ,0.0,1.0
1948,211000,60,RL,63.0,7875,Pave,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,1,1,0.0,1,847.0,847.0,GasA,5,Y,5,847,1101,4,1,4,8,8,1,4,BuiltIn,2003.0,3,2.0,434.0,3,3,3,0,48,0,7,2007,WD ,0.0,2.5
1527,152500,60,RL,78.0,11419,Pave,4,Lvl,4,Corner,3,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,2,5,699.0,1,0.0,699.0,GasA,5,Y,4,801,726,3,1,3,6,8,1,4,Attchd,1948.0,1,2.0,410.0,3,3,3,0,0,2,12,2009,WD ,1.0,1.5
1419,184100,80,RL,69.0,7750,Pave,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,353.0,1,55.0,408.0,GasA,5,Y,5,779,640,3,1,4,7,8,1,3,BuiltIn,2002.0,3,2.0,527.0,3,3,3,120,0,0,3,2009,WD ,1.0,2.5
1497,157000,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,3,201.0,2,462.0,825.0,GasA,5,Y,5,825,672,3,1,3,5,8,0,0,Detchd,2004.0,1,1.0,672.0,3,3,3,272,0,4,5,2008,WD ,0.0,2.0
1437,218000,20,RL,90.0,10768,Pave,3,Lvl,4,Corner,3,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,4,4,CBlock,4,3,4,5,1157.0,1,280.0,1437.0,GasA,3,Y,5,1437,0,3,1,4,6,8,1,2,Attchd,1976.0,2,2.0,528.0,3,3,3,0,21,0,7,2007,WD ,1.0,2.0
1005,115000,20,RL,60.0,10434,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,1005.0,1005.0,GasA,3,Y,5,1005,0,2,1,2,5,8,1,3,Detchd,1977.0,1,2.0,672.0,2,2,3,0,0,0,11,2009,WD ,0.0,1.0
1668,232000,20,RL,48.0,10635,Pave,2,Lvl,4,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4,3,3,4,370.0,6,315.0,1657.0,GasA,5,Y,5,1668,0,3,1,4,8,8,1,3,Attchd,2003.0,3,2.0,502.0,3,3,3,0,262,0,5,2010,WD ,1.0,2.0
1368,120000,20,RL,70.0,11767,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,3,2,3,1078.0,1,0.0,1078.0,GasA,3,Y,4,1368,0,3,1,3,6,7,0,0,Attchd,1950.0,2,1.0,195.0,3,3,3,0,41,0,6,2009,WD ,1.0,1.0
1803,155000,20,RL,88.0,13125,Pave,4,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,3,3,CBlock,3,3,1,3,168.0,4,284.0,1134.0,GasA,5,Y,5,1803,0,3,1,3,8,4,1,3,Attchd,1957.0,2,2.0,484.0,3,3,3,0,0,4,1,2006,WD ,1.0,2.0
922,116000,20,RL,72.0,9770,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,512.0,1,410.0,922.0,GasA,3,Y,4,922,0,2,1,3,5,8,0,0,Attchd,1957.0,1,1.0,308.0,3,3,3,0,34,2,4,2007,WD ,1.0,1.0
1096,157500,80,RL,80.0,13014,Pave,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,3,3,CBlock,3,3,3,5,528.0,1,480.0,1008.0,GasA,3,Y,5,1096,0,3,1,3,6,8,1,2,Attchd,1978.0,1,2.0,484.0,3,3,3,168,0,0,12,2008,WD ,1.0,1.0
2327,240000,60,RL,41.0,10905,Pave,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,1129.0,1129.0,GasA,5,Y,5,1129,1198,4,1,4,9,8,1,4,BuiltIn,2003.0,2,2.0,596.0,3,3,3,0,57,0,8,2008,WD ,0.0,2.5
1426,189950,50,RL,55.0,7642,Pave,4,Lvl,4,Corner,3,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,912.0,912.0,GasA,4,Y,5,912,514,3,1,4,7,8,1,4,Detchd,1925.0,1,1.0,216.0,3,3,3,0,240,4,6,2007,WD ,0.0,1.5
1694,136500,50,RL,60.0,8400,Pave,4,Bnk,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,3,423.0,1,758.0,1181.0,GasA,2,Y,5,1390,304,4,1,3,7,8,1,4,Detchd,1925.0,1,2.0,576.0,3,3,3,342,0,0,6,2008,WD ,0.0,2.0
2432,159000,90,RL,70.0,7700,Pave,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,1,PConc,3,3,1,1,0.0,1,1216.0,1216.0,GasA,4,Y,5,1216,1216,4,2,3,10,8,0,0,Attchd,1985.0,1,2.0,616.0,3,2,3,200,0,0,2,2010,WD ,0.0,5.0
1792,133000,90,RL,60.0,9000,Pave,4,Lvl,4,FR2,3,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,1,0.0,1,896.0,896.0,GasA,3,Y,5,896,896,4,2,3,8,8,0,0,Detchd,1982.0,1,2.0,480.0,3,3,3,0,45,0,6,2008,WD ,0.0,3.0
1107,127000,20,RL,70.0,8050,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,474.0,4,437.0,949.0,GasA,3,Y,5,1107,0,3,1,4,5,8,0,0,Attchd,1967.0,2,1.0,308.0,3,3,3,88,64,0,3,2007,WD ,1.0,1.0
996,108000,30,RL,63.0,13907,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,4,290.0,1,706.0,996.0,GasA,5,Y,5,996,0,3,1,3,6,8,1,4,None,0.0,0,0.0,0.0,0,0,3,144,0,0,7,2008,WD ,1.0,1.0
955,127000,20,RL,66.0,7742,Pave,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,763.0,1,192.0,955.0,GasA,5,Y,5,955,0,3,1,3,6,8,0,0,Attchd,1966.0,1,1.0,386.0,3,3,3,0,0,3,1,2007,WD ,1.0,1.0
1369,103600,70,RH,54.0,6629,Pave,4,Lvl,4,Inside,3,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,4,551.0,1,121.0,672.0,GasA,3,N,5,697,672,3,1,3,6,8,0,0,Detchd,1930.0,1,1.0,300.0,3,3,3,147,0,0,7,2009,WD ,1.0,2.0
840,64000,30,RM,48.0,5747,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,798.0,798.0,GasA,4,Y,5,840,0,2,1,2,5,8,0,0,Detchd,1938.0,1,1.0,250.0,3,2,1,112,0,0,6,2006,WD ,0.0,1.0
2014,169000,70,RM,62.0,9856,Pave,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,PConc,2,3,1,1,0.0,1,716.0,716.0,GasA,5,Y,4,1007,1007,5,1,3,8,8,0,0,Detchd,1900.0,1,2.0,624.0,3,3,3,0,72,0,6,2006,WD ,0.0,2.0
1360,111000,70,RM,80.0,4800,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,680.0,680.0,GasA,2,N,5,680,680,2,1,3,6,8,0,0,Attchd,1910.0,1,1.0,330.0,2,3,3,192,50,0,1,2008,WD ,0.0,1.0
2315,257000,60,RL,78.0,15600,Pave,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,5,7,1950,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,405.0,3,4,CBlock,4,3,1,6,760.0,1,408.0,1168.0,GasA,4,Y,5,1278,1037,4,1,3,9,8,3,4,Attchd,1950.0,3,1.0,342.0,3,3,3,0,0,0,7,2006,WD ,1.0,2.0
1510,178900,20,RL,88.0,9680,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,3,3,CBlock,3,3,1,4,1010.0,1,500.0,1510.0,GasA,5,Y,5,1510,0,3,1,4,6,8,0,0,Attchd,1967.0,2,2.0,517.0,3,3,3,0,40,4,4,2010,WD ,1.0,2.0
1877,178900,60,RL,80.0,8000,Pave,4,Lvl,4,Inside,3,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,931.0,2,0.0,1084.0,GasA,3,Y,5,1084,793,4,1,3,8,8,1,3,Attchd,1974.0,1,2.0,488.0,3,3,3,0,96,0,11,2007,WD ,1.0,2.5
816,100000,20,RL,67.0,8877,Pave,4,Lvl,4,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,5,690.0,1,126.0,816.0,GasA,5,Y,5,816,0,2,1,3,3,8,1,4,Detchd,1958.0,1,1.0,288.0,2,2,3,0,0,0,5,2009,WD ,1.0,1.0
1601,272000,20,RL,77.0,11423,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,3,3,6,1358.0,1,223.0,1581.0,GasA,5,Y,5,1601,0,3,1,4,6,8,1,3,Attchd,2001.0,2,2.0,670.0,3,3,3,180,0,3,5,2010,WD ,1.0,2.0
1040,90000,90,RL,60.0,7200,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,Wall,2,N,3,1040,0,2,2,3,6,8,0,0,Detchd,1956.0,1,2.0,420.0,3,3,3,0,0,0,6,2009,WD ,0.0,2.0
2019,167500,70,RL,60.0,11414,Pave,3,Lvl,4,Corner,3,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,BrkTil,4,3,1,1,0.0,1,728.0,728.0,GasA,3,N,5,1136,883,3,1,4,8,8,0,0,Detchd,1997.0,1,2.0,532.0,3,3,3,509,135,4,10,2009,WD ,0.0,1.0
936,140000,90,RM,60.0,7200,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,4,6,936.0,1,0.0,936.0,GasA,3,Y,5,936,0,2,1,3,4,8,0,0,Detchd,1980.0,1,2.0,672.0,3,3,3,49,0,0,8,2007,WD ,1.0,1.0
841,82000,20,RH,60.0,8400,Pave,4,Lvl,4,Inside,3,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2,2,CBlock,3,2,1,1,0.0,1,721.0,721.0,GasA,4,Y,5,841,0,2,1,3,4,8,0,0,CarPort,1950.0,1,1.0,294.0,3,3,1,250,0,0,9,2009,WD ,0.0,1.0
894,130000,20,RL,57.0,9764,Pave,3,Lvl,4,FR2,3,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,702.0,1,192.0,894.0,GasA,5,Y,5,894,0,3,1,4,5,8,0,0,Attchd,1967.0,2,2.0,450.0,3,3,3,0,0,0,5,2008,WD ,1.0,1.0
1424,168000,30,RL,60.0,7290,Pave,4,Lvl,4,Corner,3,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,3,3,BrkTil,3,3,1,1,0.0,1,1228.0,1228.0,GasA,5,Y,5,1424,0,2,1,3,7,8,1,4,Attchd,1921.0,1,1.0,312.0,3,3,3,0,0,0,4,2008,WD ,0.0,2.0
1589,226500,120,RL,70.0,3621,Pave,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,4,6,1084.0,1,322.0,1406.0,GasA,5,Y,5,1589,0,2,1,4,7,8,1,3,Attchd,2003.0,3,3.0,630.0,3,3,3,143,20,0,11,2007,WD ,1.0,2.0
1743,279000,20,RL,155.0,20064,Pave,3,Low,4,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,4,4,2,51.0,6,0.0,966.0,GasA,5,Y,5,1743,0,0,1,4,5,8,2,2,Attchd,1976.0,3,2.0,529.0,3,3,3,646,0,0,5,2007,WD ,2.0,0.5
1306,76500,30,RL,55.0,5350,Pave,3,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3,3,1,1,0.0,1,728.0,728.0,GasA,5,Y,5,1306,0,3,1,2,6,5,0,0,None,0.0,0,0.0,0.0,0,0,3,263,0,2,5,2010,WD ,0.0,1.0
792,99900,20,RL,53.0,5470,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,792.0,792.0,GasA,4,Y,4,792,0,2,1,3,4,8,0,0,Attchd,1958.0,1,1.0,366.0,2,3,3,0,90,0,8,2009,WD ,0.0,1.0
1034,185000,120,RM,35.0,3907,Pave,3,HLS,4,Inside,2,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,4,6,747.0,1,235.0,982.0,GasA,4,Y,5,1034,0,1,1,4,4,8,1,3,Attchd,1989.0,3,2.0,598.0,3,3,3,141,36,0,4,2010,WD ,1.0,1.0
2344,265000,60,RL,79.0,10208,Pave,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,4,3,PConc,4,3,1,1,0.0,1,1264.0,1264.0,GasA,5,Y,5,1277,1067,3,1,4,7,8,1,3,Attchd,1996.0,2,3.0,889.0,3,3,3,220,0,0,7,2009,WD ,0.0,2.5
1433,161000,20,RL,80.0,9600,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,2,4,915.0,1,336.0,1251.0,GasA,3,Y,5,1433,0,3,1,3,7,7,1,4,Attchd,1961.0,1,2.0,441.0,3,3,3,144,0,0,6,2006,WD ,1.0,1.0
